Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
28998-RAN,Female,71,Yes,Rangpur,15,10,No Deal,Yes,Yes,Yes,Mobile Broadband,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,754.88,42660.38,0.0,975.0,14200.2,57835.57,Churned,Attitude,Attitude of support person
32103-RAN,Female,76,No,Rangpur,12,28,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,712.88,9675.0,0.0,0.0,1855.42,11530.43,Churned,Competitor,Competitor made better offer
63192-DHK,Male,54,No,Dhaka,1,23,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,375.0,11061.75,0.0,0.0,5211.0,16272.75,Stayed,Not Applicable,Not Applicable
41331-DHK,Male,22,Yes,Dhaka,2,5,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,874.12,61142.25,0.0,0.0,21404.25,82546.5,Stayed,Not Applicable,Not Applicable
11450-BAR,Male,60,Yes,Barishal,5,18,No Deal,Yes,No,Yes,Mobile Broadband,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,566.62,35308.88,0.0,0.0,2990.93,38299.8,Stayed,Not Applicable,Not Applicable
81889-KHU,Female,50,Yes,Khulna,2,5,No Deal,Yes,Yes,Yes,Mobile Broadband,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,504.38,31756.12,0.0,1125.0,22746.15,55627.28,Stayed,Not Applicable,Not Applicable
93633-RAN,Male,30,Yes,Rangpur,3,26,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,646.5,6699.0,0.0,225.0,481.8,7405.8,Stayed,Not Applicable,Not Applicable
62959-BAR,Male,59,Yes,Barishal,7,6,Deal 5,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,175.88,175.88,0.0,0.0,0.0,175.88,Churned,Price,Price too high
24696-CTG,Female,69,Yes,Chattogram,0,20,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,329.62,638.25,0.0,0.0,286.35,924.6,Joined,Not Applicable,Not Applicable
14706-KHU,Female,53,No,Khulna,13,13,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,524.62,3971.25,0.0,0.0,1859.55,5830.8,Churned,Dissatisfaction,Poor expertise of online support
17570-RAN,Male,56,No,Rangpur,8,4,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,-60.0,5963.62,0.0,750.0,2906.4,9620.03,Stayed,Not Applicable,Not Applicable
54516-CTG,Female,42,No,Chattogram,4,13,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),668.62,668.62,0.0,0.0,242.62,911.25,Churned,Competitor,Competitor had better devices
14782-RAJ,Female,21,Yes,Rajshahi,3,10,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,154.12,154.12,0.0,0.0,284.4,438.52,Churned,Attitude,Attitude of support person
87748-RAJ,Female,52,Yes,Rajshahi,2,18,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,778.88,37634.25,0.0,0.0,15828.75,53463.0,Churned,Price,Price too high
49251-KHU,Female,44,No,Khulna,5,16,Deal 5,No,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,252.38,1033.88,0.0,0.0,0.0,1033.88,Churned,Attitude,Attitude of service provider
18829-KHU,Female,49,Yes,Khulna,4,31,Deal 5,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,141.0,420.0,0.0,0.0,148.72,568.73,Joined,Not Applicable,Not Applicable
92252-RAJ,Female,54,No,Rajshahi,5,21,Deal 2,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,710.62,39570.75,0.0,0.0,10283.62,49854.38,Stayed,Not Applicable,Not Applicable
84116-DHK,Male,32,No,Dhaka,13,35,Deal 4,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,332.62,6953.62,0.0,0.0,622.5,7576.12,Stayed,Not Applicable,Not Applicable
61889-RAJ,Female,29,Yes,Rajshahi,4,23,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,882.0,62316.75,40.8,0.0,25390.8,87666.75,Stayed,Not Applicable,Not Applicable
13715-DHK,Male,58,No,Dhaka,13,14,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,190.12,12863.62,0.0,0.0,5491.5,18355.12,Stayed,Not Applicable,Not Applicable
93880-RAJ,Male,64,No,Rajshahi,5,24,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,748.5,5049.38,0.0,75.0,2469.07,7593.45,Churned,Competitor,Competitor had better devices
21834-SYL,Female,52,No,Sylhet,0,2,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,183.75,5714.62,0.0,0.0,7192.8,12907.42,Stayed,Not Applicable,Not Applicable
51533-MYM,Female,41,Yes,Mymensingh,6,4,No Deal,No,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,382.12,26412.75,0.0,0.0,0.0,26412.75,Stayed,Not Applicable,Not Applicable
31263-KHU,Female,60,Yes,Khulna,1,8,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,598.88,18031.12,0.0,0.0,3866.47,21897.6,Churned,Dissatisfaction,Lack of self-service on Website
75328-RAJ,Female,28,Yes,Rajshahi,13,30,Deal 5,No,No,Yes,Mobile Broadband,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),256.88,1045.12,0.0,0.0,0.0,1045.12,Churned,Competitor,Competitor offered higher download speeds
37202-CTG,Female,63,Yes,Chattogram,7,11,Deal 4,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,187.12,2103.0,0.0,0.0,2301.3,4404.3,Stayed,Not Applicable,Not Applicable
24607-RAJ,Female,29,Yes,Rajshahi,7,8,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,147.75,2552.62,0.0,0.0,2838.15,5390.77,Stayed,Not Applicable,Not Applicable
31070-RAN,Female,33,Yes,Rangpur,7,4,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,821.25,58911.75,0.0,0.0,17404.2,76315.95,Stayed,Not Applicable,Not Applicable
87063-KHU,Female,20,No,Khulna,10,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,639.0,4519.12,0.0,0.0,988.58,5507.7,Churned,Attitude,Attitude of support person
56132-BAR,Male,65,Yes,Barishal,14,26,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,186.38,14257.5,0.0,0.0,11816.17,26073.67,Stayed,Not Applicable,Not Applicable
28861-MYM,Male,33,Yes,Mymensingh,9,6,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,787.5,53499.38,0.0,0.0,3603.6,57102.97,Churned,Competitor,Competitor had better devices
72391-DHK,Male,35,No,Dhaka,1,7,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,262.5,262.5,0.0,0.0,0.0,262.5,Joined,Not Applicable,Not Applicable
29633-BAR,Female,70,No,Barishal,12,13,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,722.62,50752.12,0.0,0.0,25038.15,75790.28,Stayed,Not Applicable,Not Applicable
75617-DHK,Female,23,No,Dhaka,9,10,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,639.75,21881.25,179.18,975.0,11849.25,34526.33,Churned,Competitor,Competitor offered more data
24419-CTG,Female,54,No,Chattogram,12,16,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,605.62,9909.75,0.0,0.0,5520.0,15429.75,Stayed,Not Applicable,Not Applicable
77230-RAN,Female,59,Yes,Rangpur,5,4,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,147.38,234.0,0.0,0.0,117.0,351.0,Joined,Not Applicable,Not Applicable
16837-DHK,Female,43,Yes,Dhaka,15,18,Deal 4,No,No,Yes,Mobile Broadband,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,266.25,4145.25,0.0,600.0,0.0,4745.25,Stayed,Not Applicable,Not Applicable
56802-BAR,Female,22,Yes,Barishal,15,2,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,156.75,1852.5,0.0,0.0,929.25,2781.75,Stayed,Not Applicable,Not Applicable
39394-RAJ,Female,47,No,Rajshahi,10,12,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,496.5,35194.12,0.0,0.0,19718.48,54912.6,Stayed,Not Applicable,Not Applicable
91259-RAJ,Female,55,Yes,Rajshahi,1,8,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,717.38,12300.0,0.0,0.0,2695.35,14995.35,Stayed,Not Applicable,Not Applicable
31235-DHK,Female,31,Yes,Dhaka,14,1,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,591.75,2248.12,277.57,0.0,1257.9,3228.45,Stayed,Not Applicable,Not Applicable
25658-SYL,Female,52,Yes,Sylhet,11,2,No Deal,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,562.12,12828.38,0.0,0.0,4968.0,17796.38,Churned,Competitor,Competitor made better offer
36521-KHU,Male,28,No,Khulna,12,24,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,793.12,31714.12,0.0,0.0,6660.0,38374.12,Stayed,Not Applicable,Not Applicable
19572-RAN,Female,52,No,Rangpur,11,19,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),342.38,1432.88,0.0,0.0,1362.0,2794.88,Churned,Competitor,Competitor had better devices
67319-RAJ,Male,22,No,Rajshahi,9,11,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,402.38,5222.62,0.0,0.0,2503.8,7726.43,Churned,Competitor,Competitor had better devices
83192-KHU,Male,64,Yes,Khulna,3,22,No Deal,Yes,No,Yes,Mobile Broadband,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,484.88,28015.88,0.0,0.0,7434.0,35449.88,Stayed,Not Applicable,Not Applicable
66640-CTG,Female,74,Yes,Chattogram,1,15,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,603.38,23719.88,0.0,0.0,12862.05,36581.93,Stayed,Not Applicable,Not Applicable
85790-DHK,Male,42,No,Dhaka,2,21,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,795.75,58863.75,0.0,0.0,6301.8,65165.55,Stayed,Not Applicable,Not Applicable
62880-BAR,Male,28,No,Barishal,2,33,Deal 4,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,147.38,2686.12,0.0,0.0,4941.9,7628.03,Stayed,Not Applicable,Not Applicable
65556-KHU,Female,79,No,Khulna,4,35,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,636.75,43392.38,0.0,0.0,7638.3,51030.68,Stayed,Not Applicable,Not Applicable
53595-BAR,Female,67,No,Barishal,6,15,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,530.62,1101.75,0.0,0.0,403.95,1505.7,Churned,Attitude,Attitude of support person
59867-SYL,Female,23,No,Sylhet,9,6,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,827.62,44198.62,0.0,0.0,882.9,45081.53,Churned,Competitor,Competitor had better devices
58209-DHK,Female,59,Yes,Dhaka,14,16,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,847.88,59017.88,0.0,0.0,17456.25,76474.12,Stayed,Not Applicable,Not Applicable
94078-KHU,Female,75,Yes,Khulna,15,27,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,518.25,518.25,0.0,0.0,121.43,639.68,Churned,Other,Moved
88914-BAR,Male,59,No,Barishal,14,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,416.25,5756.62,0.0,0.0,1940.4,7697.02,Stayed,Not Applicable,Not Applicable
45079-RAN,Female,59,No,Rangpur,4,26,Deal 1,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,192.0,13386.75,0.0,0.0,5899.35,19286.1,Stayed,Not Applicable,Not Applicable
57765-KHU,Male,37,Yes,Khulna,14,17,Deal 5,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,712.5,4916.25,274.5,75.0,1077.3,5794.05,Churned,Competitor,Competitor had better devices
69923-CTG,Male,52,No,Chattogram,7,18,No Deal,Yes,Yes,Yes,Mobile Broadband,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,448.88,448.88,0.0,0.0,165.38,614.25,Churned,Attitude,Attitude of support person
52403-CTG,Female,66,Yes,Chattogram,9,6,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,534.38,534.38,0.0,75.0,132.0,741.38,Joined,Not Applicable,Not Applicable
71101-KHU,Female,42,No,Khulna,4,28,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-67.5,50688.38,88.88,0.0,19498.5,70098.0,Stayed,Not Applicable,Not Applicable
29855-KHU,Male,47,Yes,Khulna,2,18,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,525.0,8583.75,0.0,600.0,976.65,10160.4,Churned,Attitude,Attitude of support person
38073-MYM,Female,54,Yes,Mymensingh,8,35,No Deal,No,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,271.12,18258.38,0.0,0.0,0.0,18258.38,Stayed,Not Applicable,Not Applicable
38963-RAJ,Female,59,Yes,Rajshahi,13,33,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,819.38,60823.5,0.0,0.0,16810.2,77633.7,Churned,Competitor,Competitor had better devices
45074-RAJ,Male,44,No,Rajshahi,5,26,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,194.25,9124.5,0.0,0.0,7590.38,16714.88,Stayed,Not Applicable,Not Applicable
43293-DHK,Male,54,No,Dhaka,14,11,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,621.38,43323.38,0.0,0.0,14070.9,57394.27,Stayed,Not Applicable,Not Applicable
21589-BAR,Female,31,Yes,Barishal,12,27,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,370.88,5992.5,0.0,0.0,5814.0,11806.5,Stayed,Not Applicable,Not Applicable
31535-BAR,Female,30,Yes,Barishal,14,16,No Deal,No,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,304.12,10431.38,0.0,375.0,0.0,10806.38,Stayed,Not Applicable,Not Applicable
35279-BAR,Female,43,No,Barishal,11,6,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,444.0,444.0,0.0,0.0,101.85,545.85,Churned,Dissatisfaction,Service dissatisfaction
35183-DHK,Female,55,No,Dhaka,6,11,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,855.38,62169.0,0.0,0.0,3137.4,65306.4,Stayed,Not Applicable,Not Applicable
33533-RAN,Male,65,No,Rangpur,4,5,No Deal,No,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,400.5,26843.62,0.0,0.0,0.0,26843.62,Stayed,Not Applicable,Not Applicable
34391-SYL,Female,44,Yes,Sylhet,1,9,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Mobile Banking (bKash/Nagad),185.25,4288.12,0.0,0.0,3733.2,8021.32,Stayed,Not Applicable,Not Applicable
23912-SYL,Female,24,No,Sylhet,4,5,Deal 4,Yes,Yes,Yes,Mobile Broadband,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,551.62,5199.75,0.0,0.0,1068.0,6267.75,Stayed,Not Applicable,Not Applicable
51567-RAJ,Female,68,Yes,Rajshahi,13,17,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,727.88,32887.88,0.0,0.0,4276.12,37164.0,Stayed,Not Applicable,Not Applicable
88268-DHK,Female,48,Yes,Dhaka,1,31,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),149.25,149.25,0.0,0.0,371.32,520.57,Churned,Attitude,Attitude of support person
95860-KHU,Male,69,No,Khulna,5,22,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,760.12,9139.12,0.0,0.0,4365.0,13504.12,Churned,Dissatisfaction,Product dissatisfaction
67455-DHK,Female,38,No,Dhaka,3,14,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,567.75,35075.25,0.0,0.0,5740.88,40816.12,Stayed,Not Applicable,Not Applicable
76248-DHK,Female,25,No,Dhaka,15,14,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,600.75,2521.12,0.0,0.0,1324.8,3845.92,Stayed,Not Applicable,Not Applicable
57150-KHU,Male,37,Yes,Khulna,9,8,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,629.25,3731.62,0.0,0.0,1166.85,4898.48,Churned,Competitor,Competitor had better devices
49261-RAJ,Female,81,No,Rajshahi,9,18,No Deal,No,No,Yes,Mobile Broadband,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,314.62,22243.12,0.0,0.0,0.0,22243.12,Stayed,Not Applicable,Not Applicable
78693-CTG,Female,25,Yes,Chattogram,6,10,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,145.5,11223.38,0.0,0.0,6949.8,18173.18,Stayed,Not Applicable,Not Applicable
31311-KHU,Female,48,Yes,Khulna,13,33,Deal 1,No,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,460.5,32327.63,0.0,0.0,0.0,32327.63,Stayed,Not Applicable,Not Applicable
68399-DHK,Female,51,Yes,Dhaka,5,11,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,528.38,38742.75,0.0,0.0,3699.0,42441.75,Stayed,Not Applicable,Not Applicable
73913-BAR,Female,38,Yes,Barishal,3,7,No Deal,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,191.62,12862.12,0.0,0.0,23707.2,36569.32,Stayed,Not Applicable,Not Applicable
67718-KHU,Female,28,No,Khulna,11,1,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,646.88,5778.75,0.0,0.0,3127.95,8906.7,Stayed,Not Applicable,Not Applicable
52584-KHU,Male,69,No,Khulna,6,5,No Deal,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,538.12,32809.12,0.0,75.0,4590.0,37474.12,Stayed,Not Applicable,Not Applicable
19998-RAJ,Female,18,No,Rajshahi,0,2,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,642.75,1925.62,0.0,0.0,671.4,2597.02,Joined,Not Applicable,Not Applicable
99846-DHK,Female,49,Yes,Dhaka,2,18,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,371.25,9492.38,0.0,1125.0,3186.3,13803.67,Stayed,Not Applicable,Not Applicable
13973-CTG,Female,66,Yes,Chattogram,2,11,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,532.88,25836.38,0.0,0.0,1725.0,27561.38,Churned,Dissatisfaction,Poor expertise of online support
13086-KHU,Female,29,No,Khulna,14,20,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,338.25,338.25,0.0,0.0,82.95,421.2,Churned,Other,Don't know
95088-KHU,Female,57,No,Khulna,9,6,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,375.38,15217.88,0.0,0.0,3819.15,19037.03,Stayed,Not Applicable,Not Applicable
21686-RAN,Male,44,Yes,Rangpur,9,20,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,706.88,36509.62,0.0,0.0,6268.57,42778.2,Churned,Other,Moved
36483-KHU,Male,42,No,Khulna,2,14,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,148.12,0.0,0.0,118.27,266.4,Joined,Not Applicable,Not Applicable
25377-RAJ,Female,25,No,Rajshahi,14,33,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,792.38,3329.25,0.0,0.0,1303.5,4632.75,Churned,Dissatisfaction,Limited range of services
89908-KHU,Male,55,Yes,Khulna,8,31,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,777.38,35608.88,0.0,0.0,8353.12,43962.0,Stayed,Not Applicable,Not Applicable
72525-KHU,Male,47,Yes,Khulna,15,13,No Deal,No,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,297.75,14495.62,0.0,0.0,0.0,14495.62,Stayed,Not Applicable,Not Applicable
31758-RAN,Male,32,Yes,Rangpur,11,29,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,744.38,16398.0,0.0,0.0,3312.0,19710.0,Churned,Dissatisfaction,Service dissatisfaction
31635-RAJ,Female,55,No,Rajshahi,4,21,Deal 2,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card,192.75,8328.75,0.0,0.0,5058.9,13387.65,Stayed,Not Applicable,Not Applicable
54598-KHU,Male,59,No,Khulna,11,32,No Deal,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,294.75,0.0,0.0,29.55,324.3,Joined,Not Applicable,Not Applicable
17233-RAJ,Male,52,No,Rajshahi,6,23,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,632.25,44978.25,0.0,0.0,15676.2,60654.45,Stayed,Not Applicable,Not Applicable
44307-CTG,Female,31,Yes,Chattogram,4,7,No Deal,No,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,338.25,15367.88,0.0,0.0,0.0,15367.88,Stayed,Not Applicable,Not Applicable
66079-BAR,Male,52,Yes,Barishal,2,31,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,562.12,13762.12,0.0,0.0,3418.35,17180.47,Churned,Other,Don't know
75335-BAR,Male,38,No,Barishal,2,7,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,334.12,3604.5,136.58,0.0,464.4,3932.32,Churned,Price,Extra data charges
22394-DHK,Female,23,No,Dhaka,10,11,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,714.0,34222.5,0.0,600.0,7377.83,42200.32,Stayed,Not Applicable,Not Applicable
