Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Predicted_Status,Churn_Probability
99855-DHK,Female,50,Yes,Dhaka,5,29,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,522.75,1014.0,0.0,0.0,235.05,1249.05,Joined,Not Applicable,Not Applicable,Likely to Churn,93.93
39866-DHK,Female,24,No,Dhaka,1,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,341.62,633.0,0.0,75.0,628.5,1336.5,Joined,Not Applicable,Not Applicable,Likely to Churn,87.74
97427-SYL,Female,27,Yes,Sylhet,9,2,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,152.62,152.62,0.0,0.0,223.95,376.57,Joined,Not Applicable,Not Applicable,Likely to Churn,95.51
92527-KHU,Female,40,No,Khulna,7,16,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,150.38,150.38,0.0,0.0,24.23,174.6,Joined,Not Applicable,Not Applicable,Likely to Churn,93.86
85506-DHK,Female,23,No,Dhaka,0,10,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,151.5,260.62,0.0,0.0,576.15,836.77,Joined,Not Applicable,Not Applicable,Likely to Churn,67.65
57012-KHU,Female,78,Yes,Khulna,11,29,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,339.0,339.0,0.0,0.0,370.05,709.05,Joined,Not Applicable,Not Applicable,Likely to Churn,62.41
46190-RAN,Male,27,Yes,Rangpur,0,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),416.62,416.62,0.0,225.0,249.9,891.53,Joined,Not Applicable,Not Applicable,Likely to Churn,98.77
36628-RAN,Female,44,Yes,Rangpur,7,1,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,601.12,1459.12,0.0,0.0,398.7,1857.83,Joined,Not Applicable,Not Applicable,Likely to Churn,89.95
46730-MYM,Female,18,No,Mymensingh,5,4,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,560.62,1086.0,0.0,0.0,653.4,1739.4,Joined,Not Applicable,Not Applicable,Likely to Churn,96.14
47492-RAJ,Female,30,Yes,Rajshahi,15,24,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,151.12,151.12,0.0,0.0,139.72,290.85,Joined,Not Applicable,Not Applicable,Likely to Churn,95.32
44700-DHK,Female,48,No,Dhaka,10,19,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,634.5,634.5,0.0,0.0,55.05,689.55,Joined,Not Applicable,Not Applicable,Likely to Churn,98.64
25517-RAN,Female,40,No,Rangpur,4,10,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,685.88,1285.88,0.0,75.0,741.15,2102.02,Joined,Not Applicable,Not Applicable,Likely to Churn,96.8
25733-BAR,Female,80,No,Barishal,8,33,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Credit Card,716.25,1362.38,0.0,75.0,496.5,1933.88,Joined,Not Applicable,Not Applicable,Likely to Churn,58.57
79342-KHU,Female,39,Yes,Khulna,5,22,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,483.0,1467.38,0.0,0.0,856.12,2323.5,Joined,Not Applicable,Not Applicable,Likely to Churn,65.29
74804-CTG,Female,46,No,Chattogram,0,5,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,522.0,1555.5,0.0,150.0,651.82,2357.32,Joined,Not Applicable,Not Applicable,Likely to Churn,84.59
45561-DHK,Female,44,Yes,Dhaka,6,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),150.0,306.75,0.0,0.0,649.05,955.8,Joined,Not Applicable,Not Applicable,Likely to Churn,91.86
28681-BAR,Female,33,No,Barishal,4,2,No Deal,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,566.62,566.62,0.0,0.0,53.33,619.95,Joined,Not Applicable,Not Applicable,Likely to Churn,98.95
36339-DHK,Female,54,No,Dhaka,14,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,149.25,343.12,0.0,0.0,930.6,1273.73,Joined,Not Applicable,Not Applicable,Likely to Churn,73.95
73108-RAN,Female,38,Yes,Rangpur,6,12,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,151.88,276.0,0.0,0.0,237.45,513.45,Joined,Not Applicable,Not Applicable,Likely to Churn,96.44
86703-CTG,Female,54,Yes,Chattogram,14,35,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,154.88,154.88,0.0,0.0,11.03,165.9,Joined,Not Applicable,Not Applicable,Likely to Churn,98.1
92494-DHK,Female,39,Yes,Dhaka,11,19,No Deal,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,683.62,1263.75,0.0,75.0,701.7,2040.45,Joined,Not Applicable,Not Applicable,Likely to Churn,93.98
79427-KHU,Male,67,Yes,Khulna,12,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,525.75,1062.38,0.0,0.0,524.85,1587.22,Joined,Not Applicable,Not Applicable,Likely to Churn,94.41
26448-CTG,Female,57,No,Chattogram,10,21,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,564.75,1830.75,0.0,0.0,877.27,2708.03,Joined,Not Applicable,Not Applicable,Likely to Churn,80.31
81118-SYL,Female,31,No,Sylhet,1,13,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,343.5,343.5,0.0,0.0,102.15,445.65,Joined,Not Applicable,Not Applicable,Likely to Churn,97.37
83308-KHU,Male,40,No,Khulna,5,14,No Deal,No,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),222.38,675.38,0.0,0.0,0.0,675.38,Joined,Not Applicable,Not Applicable,Likely to Churn,86.69
82559-SYL,Male,34,Yes,Sylhet,0,33,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,481.5,1077.38,0.0,225.0,66.15,1368.53,Joined,Not Applicable,Not Applicable,Likely to Churn,84.13
72275-RAN,Female,45,Yes,Rangpur,8,4,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,149.62,357.75,0.0,0.0,471.75,829.5,Joined,Not Applicable,Not Applicable,Likely to Churn,72.72
96430-BAR,Male,37,No,Barishal,0,23,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,365.62,365.62,0.0,0.0,196.95,562.58,Joined,Not Applicable,Not Applicable,Likely to Churn,97.18
82118-SYL,Female,69,Yes,Sylhet,3,6,Deal 5,No,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),181.5,181.5,0.0,0.0,0.0,181.5,Joined,Not Applicable,Not Applicable,Likely to Churn,98.85
61203-BAR,Female,19,No,Barishal,11,11,No Deal,Yes,Yes,Yes,Mobile Broadband,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,484.5,1306.5,0.0,0.0,922.27,2228.78,Joined,Not Applicable,Not Applicable,Likely to Churn,74.09
58577-MYM,Female,44,Yes,Mymensingh,7,36,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,343.88,792.0,0.0,0.0,82.05,874.05,Joined,Not Applicable,Not Applicable,Likely to Churn,94.02
43908-CTG,Male,36,No,Chattogram,3,25,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,527.62,1044.38,0.0,0.0,671.55,1715.92,Joined,Not Applicable,Not Applicable,Likely to Churn,95.94
47611-CTG,Male,25,No,Chattogram,4,31,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,414.38,414.38,0.0,450.0,293.92,1158.3,Joined,Not Applicable,Not Applicable,Likely to Churn,95.58
95594-KHU,Female,64,No,Khulna,4,1,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,330.0,330.0,0.0,0.0,117.45,447.45,Joined,Not Applicable,Not Applicable,Likely to Churn,98.61
55043-DHK,Male,43,Yes,Dhaka,8,17,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,524.25,524.25,0.0,75.0,70.2,669.45,Joined,Not Applicable,Not Applicable,Likely to Churn,98.49
43604-KHU,Female,18,No,Khulna,14,7,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Mobile Banking (bKash/Nagad),147.38,147.38,0.0,0.0,175.57,322.95,Joined,Not Applicable,Not Applicable,Likely to Churn,92.12
52695-DHK,Female,52,No,Dhaka,14,34,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,152.62,263.25,0.0,0.0,36.9,300.15,Joined,Not Applicable,Not Applicable,Likely to Churn,96.57
89303-RAJ,Male,51,No,Rajshahi,6,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,524.62,1079.25,0.0,0.0,436.5,1515.75,Joined,Not Applicable,Not Applicable,Likely to Churn,90.46
19747-CTG,Female,47,No,Chattogram,15,19,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,483.75,1330.5,0.0,450.0,889.88,2670.38,Joined,Not Applicable,Not Applicable,Likely to Churn,67.6
25048-RAJ,Male,47,No,Rajshahi,15,9,Deal 5,Yes,Yes,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,180.0,180.0,0.0,0.0,247.13,427.12,Joined,Not Applicable,Not Applicable,Likely to Churn,96.86
79700-RAJ,Female,53,No,Rajshahi,5,30,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mobile Banking (bKash/Nagad),809.62,2352.0,0.0,0.0,1068.75,3420.75,Joined,Not Applicable,Not Applicable,Likely to Churn,86.62
36323-DHK,Female,48,No,Dhaka,14,11,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,153.75,286.88,0.0,0.0,465.15,752.02,Joined,Not Applicable,Not Applicable,Likely to Churn,80.49
45771-KHU,Female,50,No,Khulna,3,7,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,333.38,333.38,0.0,0.0,175.05,508.43,Joined,Not Applicable,Not Applicable,Likely to Churn,97.83
27561-DHK,Female,19,No,Dhaka,6,10,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,151.88,151.88,0.0,0.0,354.38,506.25,Joined,Not Applicable,Not Applicable,Likely to Churn,94.74
21247-MYM,Male,58,Yes,Mymensingh,2,2,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,146.25,146.25,0.0,0.0,60.15,206.4,Joined,Not Applicable,Not Applicable,Likely to Churn,95.11
87077-KHU,Male,62,Yes,Khulna,3,21,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,517.5,1108.5,0.0,0.0,411.15,1519.65,Joined,Not Applicable,Not Applicable,Likely to Churn,84.76
17250-BAR,Female,23,Yes,Barishal,12,2,No Deal,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,369.38,727.5,0.0,0.0,611.25,1338.75,Joined,Not Applicable,Not Applicable,Likely to Churn,82.72
89382-MYM,Male,56,No,Mymensingh,5,29,Deal 5,No,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,223.12,726.38,0.0,0.0,0.0,726.38,Joined,Not Applicable,Not Applicable,Likely to Churn,83.88
16032-RAJ,Female,47,No,Rajshahi,8,18,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,349.5,659.25,0.0,0.0,28.05,687.3,Joined,Not Applicable,Not Applicable,Likely to Churn,96.65
47957-RAN,Female,26,No,Rangpur,4,2,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,153.38,153.38,0.0,0.0,316.28,469.65,Joined,Not Applicable,Not Applicable,Likely to Churn,94.42
49201-RAN,Female,37,No,Rangpur,11,30,No Deal,No,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,224.25,224.25,0.0,0.0,0.0,224.25,Joined,Not Applicable,Not Applicable,Likely to Churn,95.02
74979-SYL,Female,49,Yes,Sylhet,10,14,Deal 5,No,No,Yes,Mobile Broadband,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,217.88,335.62,0.0,0.0,0.0,335.62,Joined,Not Applicable,Not Applicable,Likely to Churn,95.22
54172-RAN,Female,64,Yes,Rangpur,0,9,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,424.12,886.88,0.0,0.0,476.1,1362.97,Joined,Not Applicable,Not Applicable,Likely to Churn,89.03
83080-BAR,Female,54,No,Barishal,9,4,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,526.12,1456.5,0.0,0.0,126.68,1583.17,Joined,Not Applicable,Not Applicable,Likely to Churn,94.93
41795-DHK,Female,58,No,Dhaka,5,10,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,148.12,148.12,0.0,0.0,309.6,457.73,Joined,Not Applicable,Not Applicable,Likely to Churn,96.86
16733-MYM,Female,76,Yes,Mymensingh,10,1,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,343.88,343.88,0.0,0.0,302.85,646.73,Joined,Not Applicable,Not Applicable,Likely to Churn,98.49
25763-CTG,Female,47,Yes,Chattogram,9,3,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,331.12,331.12,0.0,0.0,73.65,404.77,Joined,Not Applicable,Not Applicable,Likely to Churn,98.54
28266-SYL,Male,32,No,Sylhet,6,1,No Deal,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,190.12,190.12,0.0,0.0,0.0,190.12,Joined,Not Applicable,Not Applicable,Likely to Churn,97.27
67994-SYL,Male,75,Yes,Sylhet,12,33,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,347.25,347.25,0.0,0.0,86.33,433.58,Joined,Not Applicable,Not Applicable,Likely to Churn,79.18
12340-DHK,Female,51,Yes,Dhaka,0,10,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,471.0,471.0,0.0,0.0,316.42,787.42,Joined,Not Applicable,Not Applicable,Likely to Churn,96.66
31476-RAJ,Male,42,Yes,Rajshahi,5,33,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,149.62,149.62,0.0,0.0,203.1,352.73,Joined,Not Applicable,Not Applicable,Likely to Churn,96.68
31918-KHU,Female,37,No,Khulna,15,34,No Deal,No,No,Yes,Mobile Broadband,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,310.12,804.38,0.0,0.0,0.0,804.38,Joined,Not Applicable,Not Applicable,Likely to Churn,78.5
66413-KHU,Female,53,No,Khulna,12,4,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,603.75,1742.62,0.0,0.0,604.35,2346.97,Joined,Not Applicable,Not Applicable,Likely to Churn,92.82
97615-DHK,Female,23,Yes,Dhaka,11,10,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,151.5,151.5,0.0,0.0,308.25,459.75,Joined,Not Applicable,Not Applicable,Likely to Churn,96.15
64095-CTG,Male,27,No,Chattogram,2,17,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,-22.5,151.5,0.0,0.0,335.17,486.68,Joined,Not Applicable,Not Applicable,Likely to Churn,91.04
75671-KHU,Female,34,Yes,Khulna,8,13,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,340.5,607.12,0.0,0.0,162.15,769.27,Joined,Not Applicable,Not Applicable,Likely to Churn,96.73
29525-KHU,Female,50,Yes,Khulna,9,3,Deal 5,No,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,187.5,586.88,0.0,0.0,0.0,586.88,Joined,Not Applicable,Not Applicable,Likely to Churn,87.92
18415-KHU,Female,33,Yes,Khulna,7,36,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),143.25,143.25,0.0,0.0,37.65,180.9,Joined,Not Applicable,Not Applicable,Likely to Churn,96.53
35635-RAJ,Female,26,Yes,Rajshahi,10,5,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),153.0,153.0,0.0,0.0,133.57,286.57,Joined,Not Applicable,Not Applicable,Likely to Churn,97.81
67752-DHK,Female,28,No,Dhaka,0,24,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,339.75,339.75,0.0,0.0,355.2,694.95,Joined,Not Applicable,Not Applicable,Likely to Churn,97.47
51961-CTG,Male,47,No,Chattogram,9,25,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,382.12,922.88,0.0,0.0,554.4,1477.28,Joined,Not Applicable,Not Applicable,Likely to Churn,70.42
23632-BAR,Female,37,Yes,Barishal,2,16,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,728.25,1381.12,0.0,0.0,590.25,1971.38,Joined,Not Applicable,Not Applicable,Likely to Churn,94.29
38920-BAR,Female,50,No,Barishal,8,7,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,328.88,328.88,0.0,75.0,119.25,523.12,Joined,Not Applicable,Not Applicable,Likely to Churn,98.5
51597-SYL,Female,26,Yes,Sylhet,10,18,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,149.25,149.25,0.0,0.0,11.25,160.5,Joined,Not Applicable,Not Applicable,Likely to Churn,97.26
88107-SYL,Female,58,No,Sylhet,10,34,No Deal,No,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,229.12,229.12,0.0,300.0,0.0,529.12,Joined,Not Applicable,Not Applicable,Likely to Churn,97.31
86315-KHU,Female,54,No,Khulna,6,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,157.12,157.12,0.0,0.0,17.18,174.3,Joined,Not Applicable,Not Applicable,Likely to Churn,97.18
84577-RAJ,Female,59,Yes,Rajshahi,11,29,No Deal,Yes,No,Yes,Mobile Broadband,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,442.5,856.12,0.0,0.0,405.3,1261.42,Joined,Not Applicable,Not Applicable,Likely to Churn,91.38
23855-DHK,Female,53,Yes,Dhaka,13,9,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,336.75,832.88,0.0,0.0,76.2,909.07,Joined,Not Applicable,Not Applicable,Likely to Churn,94.2
43297-DHK,Male,60,No,Dhaka,12,18,No Deal,Yes,No,Yes,Mobile Broadband,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,376.5,819.38,0.0,75.0,95.1,989.48,Joined,Not Applicable,Not Applicable,Likely to Churn,94.84
59750-RAJ,Female,49,Yes,Rajshahi,11,4,No Deal,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,561.75,1020.38,0.0,0.0,616.2,1636.58,Joined,Not Applicable,Not Applicable,Likely to Churn,92.75
83050-BAR,Female,25,Yes,Barishal,7,20,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,One Year,No,Credit Card,153.38,261.0,0.0,0.0,690.0,951.0,Joined,Not Applicable,Not Applicable,Likely to Churn,72.14
93700-DHK,Female,57,No,Dhaka,8,20,Deal 5,Yes,No,Yes,Mobile Broadband,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,380.25,380.25,0.0,0.0,285.38,665.62,Joined,Not Applicable,Not Applicable,Likely to Churn,97.02
86369-CTG,Female,59,No,Chattogram,1,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,407.25,407.25,0.0,75.0,255.15,737.4,Joined,Not Applicable,Not Applicable,Likely to Churn,98.73
62359-RAJ,Female,48,Yes,Rajshahi,5,24,Deal 5,No,No,Yes,Mobile Broadband,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,252.0,252.0,0.0,375.0,0.0,627.0,Joined,Not Applicable,Not Applicable,Likely to Churn,96.92
81763-DHK,Male,36,Yes,Dhaka,7,7,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,603.38,1028.25,0.0,0.0,531.15,1559.4,Joined,Not Applicable,Not Applicable,Likely to Churn,96.23
89188-KHU,Female,26,Yes,Khulna,3,9,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),154.12,252.0,0.0,0.0,250.5,502.5,Joined,Not Applicable,Not Applicable,Likely to Churn,94.26
55757-KHU,Female,32,Yes,Khulna,2,9,Deal 5,Yes,No,Yes,Mobile Broadband,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mobile Banking (bKash/Nagad),418.5,1159.12,0.0,0.0,94.28,1253.4,Joined,Not Applicable,Not Applicable,Likely to Churn,83.94
98767-CTG,Female,26,No,Chattogram,14,7,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,150.38,150.38,0.0,0.0,83.25,233.62,Joined,Not Applicable,Not Applicable,Likely to Churn,95.99
44208-RAJ,Female,25,Yes,Rajshahi,2,20,No Deal,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,518.62,1762.5,0.0,0.0,546.3,2308.8,Joined,Not Applicable,Not Applicable,Likely to Churn,79.16
32375-DHK,Female,23,Yes,Dhaka,1,3,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mobile Banking (bKash/Nagad),156.75,156.75,0.0,0.0,76.58,233.32,Joined,Not Applicable,Not Applicable,Likely to Churn,95.63
28237-CTG,Female,52,No,Chattogram,7,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,523.88,1498.88,0.0,0.0,782.1,2280.97,Joined,Not Applicable,Not Applicable,Likely to Churn,92.55
21642-RAJ,Male,60,Yes,Rajshahi,12,29,No Deal,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,408.75,408.75,0.0,0.0,249.08,657.82,Joined,Not Applicable,Not Applicable,Likely to Churn,97.35
46081-KHU,Male,41,Yes,Khulna,14,29,No Deal,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,338.62,338.62,0.0,0.0,317.55,656.17,Joined,Not Applicable,Not Applicable,Likely to Churn,98.08
13744-RAJ,Female,41,Yes,Rajshahi,8,3,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,147.38,147.38,0.0,0.0,103.88,251.25,Joined,Not Applicable,Not Applicable,Likely to Churn,96.38
71234-BAR,Female,44,No,Barishal,10,34,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,145.5,145.5,0.0,0.0,179.77,325.27,Joined,Not Applicable,Not Applicable,Likely to Churn,94.42
15803-DHK,Female,34,No,Dhaka,6,31,No Deal,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,143.62,143.62,0.0,0.0,167.78,311.4,Joined,Not Applicable,Not Applicable,Likely to Churn,96.29
41427-BAR,Male,37,No,Barishal,13,13,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,151.5,151.5,0.0,0.0,183.6,335.1,Joined,Not Applicable,Not Applicable,Likely to Churn,97.5
31294-KHU,Male,50,Yes,Khulna,15,33,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,373.12,373.12,0.0,0.0,313.43,686.55,Joined,Not Applicable,Not Applicable,Likely to Churn,97.68
33621-SYL,Female,42,No,Sylhet,13,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,527.62,901.88,0.0,150.0,115.5,1167.38,Joined,Not Applicable,Not Applicable,Likely to Churn,96.35
